p_value	term_id	source	term_name
0.0360536680294543	GO:1902592	GO:BP	multi-organism membrane budding
0.0361068514969308	GO:0021801	GO:BP	cerebral cortex radial glia guided migration
0.0361068514969308	GO:0022030	GO:BP	telencephalon glial cell migration
0.0365592608026478	GO:0051899	GO:BP	membrane depolarization
0.0367603635551845	GO:0003279	GO:BP	cardiac septum development
0.0367814383082496	GO:0043241	GO:BP	protein complex disassembly
0.0368222170155292	GO:0042692	GO:BP	muscle cell differentiation
0.0370591735162803	GO:0017147	GO:MF	Wnt-protein binding
0.0372056074648418	GO:0008009	GO:MF	chemokine activity
0.0372408506372352	GO:0048644	GO:BP	muscle organ morphogenesis
0.0376131465249586	GO:0061351	GO:BP	neural precursor cell proliferation
0.0377559298047824	GO:0043616	GO:BP	keratinocyte proliferation
0.0383931502175101	GO:0021513	GO:BP	spinal cord dorsal/ventral patterning
0.0386552793711225	GO:0003091	GO:BP	renal water homeostasis
0.0390880577695706	GO:0007049	GO:BP	cell cycle
0.03914012766316	GO:0055102	GO:MF	lipase inhibitor activity
0.0393965374758704	GO:0051020	GO:MF	GTPase binding
0.0397419743981135	GO:0031440	GO:BP	regulation of mRNA 3'-end processing
0.0403698925535087	GO:0050768	GO:BP	negative regulation of neurogenesis
0.0403890661790044	GO:0042992	GO:BP	negative regulation of transcription factor import into nucleus
0.0405490788496383	GO:0033158	GO:BP	regulation of protein import into nucleus, translocation
0.0405953558608562	GO:0000154	GO:BP	rRNA modification
0.0407238570147683	GO:1903038	GO:BP	negative regulation of leukocyte cell-cell adhesion
0.0407575499443952	GO:0046599	GO:BP	regulation of centriole replication
0.0409165789113213	GO:0046337	GO:BP	phosphatidylethanolamine metabolic process
0.0410715978279984	GO:1901216	GO:BP	positive regulation of neuron death
0.0410787779611037	GO:0086010	GO:BP	membrane depolarization during action potential
0.0411817347568224	GO:0035282	GO:BP	segmentation
0.0412934102703935	GO:0035725	GO:BP	sodium ion transmembrane transport
0.0413141974707242	GO:0030900	GO:BP	forebrain development
0.041473104506018994	GO:0043162	GO:BP	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
0.0420299742034336	GO:0055001	GO:BP	muscle cell development
0.0425125440318722	GO:0032651	GO:BP	regulation of interleukin-1 beta production
0.0427055516668226	GO:0001618	GO:MF	virus receptor activity
0.042910258074222996	GO:0060485	GO:BP	mesenchyme development
0.0429331940865294	GO:0048854	GO:BP	brain morphogenesis
0.0429521554743135	GO:0010389	GO:BP	regulation of G2/M transition of mitotic cell cycle
0.0432804638925361	GO:0060333	GO:BP	interferon-gamma-mediated signaling pathway
0.0433410010646826	GO:0072009	GO:BP	nephron epithelium development
0.0434252394105277	GO:0003712	GO:MF	transcription cofactor activity
0.04346187512917601	GO:0051783	GO:BP	regulation of nuclear division
0.0434993920329363	GO:0098631	GO:MF	protein binding involved in cell adhesion
0.0436292471284159	GO:0035082	GO:BP	axoneme assembly
0.0436331307038556	GO:0000979	GO:MF	RNA polymerase II core promoter sequence-specific DNA binding
0.0437019004935717	GO:0036442	GO:MF	hydrogen-exporting ATPase activity
0.0439171029611975	GO:0050927	GO:BP	positive regulation of positive chemotaxis
0.0448364890680969	GO:0006362	GO:BP	transcription elongation from RNA polymerase I promoter
0.0449909737910267	GO:0055006	GO:BP	cardiac cell development
0.0451269745293032	GO:0033572	GO:BP	transferrin transport
0.0453839718890204	GO:0033598	GO:BP	mammary gland epithelial cell proliferation
0.045888708772796	GO:0001510	GO:BP	RNA methylation
0.0461286878588266	GO:1903363	GO:BP	negative regulation of cellular protein catabolic process
0.0466433966872183	GO:0050926	GO:BP	regulation of positive chemotaxis
0.0467801112952515	GO:0031648	GO:BP	protein destabilization
0.0472453430626007	GO:0032465	GO:BP	regulation of cytokinesis
0.0476124076230027	GO:0000987	GO:MF	core promoter proximal region sequence-specific DNA binding
0.0476848315148197	GO:0002009	GO:BP	morphogenesis of an epithelium
0.0477658140915052	GO:0048754	GO:BP	branching morphogenesis of an epithelial tube
0.047825943007942	GO:0086001	GO:BP	cardiac muscle cell action potential
0.0481997323661398	GO:0001671	GO:MF	ATPase activator activity
0.0482565050417057	GO:0043487	GO:BP	regulation of RNA stability
0.0484429598004366	GO:0015800	GO:BP	acidic amino acid transport
0.0485051381460431	GO:0051220	GO:BP	cytoplasmic sequestering of protein
0.0487112217831322	GO:0046823	GO:BP	negative regulation of nucleocytoplasmic transport
0.0488352888255055	GO:0045639	GO:BP	positive regulation of myeloid cell differentiation
0.0488494720605634	GO:0036258	GO:BP	multivesicular body assembly
0.0490045511981375	GO:2000406	GO:BP	positive regulation of T cell migration
0.0495924462167544	GO:0045595	GO:BP	regulation of cell differentiation
0.0499029729542201	GO:0007051	GO:BP	spindle organization
0.0192917169766064	GO:0032553	GO:MF	ribonucleotide binding
0.0208020994297139	GO:0017076	GO:MF	purine nucleotide binding
0.0215006798931641	GO:0032555	GO:MF	purine ribonucleotide binding
0.0308379398754161	GO:0005102	GO:MF	receptor binding
0.0327643919758923	GO:0035639	GO:MF	purine ribonucleoside triphosphate binding
0.0385152811862234	GO:0030554	GO:MF	adenyl nucleotide binding
0.0391516747164029	GO:0032559	GO:MF	adenyl ribonucleotide binding
0.04664391856966599	GO:0055114	GO:BP	oxidation-reduction process
